index,max_memory,memory,status,time
ldv-cat-0071.c.ite.gsa.df.smt2,505.47,448.94,timeout,929.90
ldv-cat-0072.c.ite.gsa.df.smt2,36.79,28.02,unsat,0.13
ldv-cat-0073.c.ite.gsa.df.smt2,20.73,16.78,unsat,0.35
ldv-cat-0074.c.ite.gsa.df.smt2,42.51,31.22,unsat,0.20
ldv-cat-0075.c.ite.gsa.df.smt2,2108.89,2098.32,timeout,929.54
ldv-cat-0076.c.ite.gsa.df.smt2,1783.76,347.33,sat,172.09
ldv-cat-0077.c.ite.gsa.df.smt2,604.83,597.24,timeout,929.56
ldv-cat-0078.c.ite.gsa.df.smt2,282.06,33.84,sat,119.51
ldv-cat-0079.c.ite.gsa.df.smt2,593.21,578.22,timeout,929.86
ldv-cat-0080.c.ite.gsa.df.smt2,2997.10,2992.22,timeout,929.26
ldv-cat-0081.c.ite.gsa.df.smt2,545.51,532.63,timeout,929.90
ldv-cat-0082.c.ite.gsa.df.smt2,72.48,56.88,unsat,0.80
ldv-cat-0083.c.ite.gsa.df.smt2,332.22,263.28,unsat,5.52
ldv-cat-0084.c.ite.gsa.df.smt2,0.09,0.09,unknown,
ldv-cat-0085.c.ite.gsa.df.smt2,112.47,81.54,unsat,3.38
ldv-cat-0086.c.ite.gsa.df.smt2,53.58,42.64,unsat,0.82
ldv-cat-0087.c.ite.gsa.df.smt2,63.37,51.67,unsat,0.01
ldv-cat-0088.c.ite.gsa.df.smt2,49.83,40.61,unsat,0.19
ldv-cat-0089.c.ite.gsa.df.smt2,39.53,30.20,unsat,0.16
ldv-cat-0090.c.ite.gsa.df.smt2,468.51,124.45,sat,601.11
ldv-cat-0091.c.ite.gsa.df.smt2,1332.59,1273.29,timeout,929.88
ldv-cat-0092.c.ite.gsa.df.smt2,253.19,33.23,sat,7.04
ldv-cat-0093.c.ite.gsa.df.smt2,904.49,904.49,timeout,928.37
ldv-cat-0094.c.ite.gsa.df.smt2,2105.47,531.00,unsat,40.39
ldv-cat-0095.c.ite.gsa.df.smt2,2119.19,532.76,unsat,75.36
ldv-cat-0096.i.ite.gsa.df.smt2,772.52,176.57,unsat,331.04
ldv-cat-0097.i.ite.gsa.df.smt2,1500.64,1299.89,timeout,929.80
