index,btor_time,real,status,sys,user
ldv-cat-0023.c.ite.gsa.df.smt2,2.6,3.56,sat,0.06,3.5
ldv-cat-0024.i.ite.gsa.df.smt2,9.0,12.1,unsat,1.11,10.98
ldv-cat-0025.c.ite.gsa.df.smt2,,0.24,unsat,0.0,0.23
ldv-cat-0026.c.ite.gsa.df.smt2,283.0,930.02,unknown,13.36,916.66
ldv-cat-0027.c.ite.gsa.df.smt2,21.9,23.72,sat,0.39,23.33
ldv-cat-0028.c.ite.gsa.df.smt2,13.0,13.9,sat,0.16,13.74
ldv-cat-0029.c.ite.gsa.df.smt2,94.0,96.12,unsat,1.22,94.9
ldv-cat-0030.c.ite.gsa.df.smt2,,0.06,unknown,0.0,0.05
ldv-cat-0031.i.ite.gsa.df.smt2,171.4,172.11,sat,0.58,171.52
ldv-cat-0032.c.ite.gsa.df.smt2,5.2,5.65,sat,0.1,5.54
ldv-cat-0033.c.ite.gsa.df.smt2,922.2,930.03,unknown,15.48,914.53
ldv-cat-0034.i.ite.gsa.df.smt2,5.8,6.31,sat,0.1,6.21
ldv-cat-0035.c.ite.gsa.df.smt2,,0.12,unknown,0.01,0.1
ldv-cat-0036.c.ite.gsa.df.smt2,,0.13,unknown,0.0,0.13
ldv-cat-0037.c.ite.gsa.df.smt2,20.0,22.05,sat,0.26,21.78
ldv-cat-0038.c.ite.gsa.df.smt2,4.5,4.95,sat,0.08,4.87
ldv-cat-0039.c.ite.gsa.df.smt2,7.1,7.99,sat,0.13,7.85
ldv-cat-0040.c.ite.gsa.df.smt2,,0.1,unknown,0.0,0.1
ldv-cat-0041.c.ite.gsa.df.smt2,,0.08,unknown,0.0,0.08
ldv-cat-0042.c.ite.gsa.df.smt2,6.4,7.04,sat,0.11,6.92
ldv-cat-0043.c.ite.gsa.df.smt2,4.8,5.45,sat,0.06,5.39
ldv-cat-0044.c.ite.gsa.df.smt2,,0.27,unknown,0.01,0.25
ldv-cat-0045.c.ite.gsa.df.smt2,661.5,672.47,sat,4.91,667.56
ldv-cat-0046.i.ite.gsa.df.smt2,4.8,5.54,sat,0.07,5.46
ldv-cat-0047.c.ite.gsa.df.smt2,84.4,113.1,sat,14.69,98.4
ldv-cat-0048.c.ite.gsa.df.smt2,15.7,19.14,sat,0.62,18.51
ldv-cat-0049.c.ite.gsa.df.smt2,,0.18,unknown,0.0,0.17
ldv-cat-0050.i.ite.gsa.df.smt2,9.8,11.16,sat,0.32,10.83
ldv-cat-0051.i.ite.gsa.df.smt2,10.5,11.38,sat,0.14,11.23
ldv-cat-0052.c.ite.gsa.df.smt2,2.9,3.37,sat,0.04,3.33
ldv-cat-0053.c.ite.gsa.df.smt2,,0.12,unknown,0.0,0.12
ldv-cat-0054.c.ite.gsa.df.smt2,,0.31,unknown,0.02,0.29
ldv-cat-0055.c.ite.gsa.df.smt2,,0.12,unsat,0.0,0.12
ldv-cat-0056.c.ite.gsa.df.smt2,,0.06,unknown,0.0,0.06
ldv-cat-0057.i.ite.gsa.df.smt2,16.7,17.36,sat,0.19,17.17
ldv-cat-0058.c.ite.gsa.df.smt2,901.0,930.07,unknown,33.09,896.96
ldv-cat-0059.c.ite.gsa.df.smt2,,0.49,unknown,0.02,0.46
ldv-cat-0060.c.ite.gsa.df.smt2,35.8,47.38,sat,5.49,41.88
ldv-cat-0061.c.ite.gsa.df.smt2,,0.07,unknown,0.0,0.07
ldv-cat-0062.c.ite.gsa.df.smt2,23.0,29.21,unsat,1.93,27.28
ldv-cat-0063.c.ite.gsa.df.smt2,,0.03,unknown,0.0,0.03
ldv-cat-0064.i.ite.gsa.df.smt2,139.4,141.87,sat,2.4,139.47
ldv-cat-0065.c.ite.gsa.df.smt2,438.6,541.62,unsat,4.86,536.75
ldv-cat-0066.c.ite.gsa.df.smt2,,0.14,unknown,0.0,0.14
ldv-cat-0067.i.ite.gsa.df.smt2,51.5,53.54,sat,0.83,52.7
ldv-cat-0068.c.ite.gsa.df.smt2,,0.85,unknown,0.05,0.8
ldv-cat-0069.c.ite.gsa.df.smt2,276.3,299.73,sat,5.97,293.75
ldv-cat-0070.c.ite.gsa.df.smt2,80.6,279.36,sat,1.63,277.72
ldv-cat-0071.c.ite.gsa.df.smt2,,0.11,unknown,0.0,0.11
ldv-cat-0072.c.ite.gsa.df.smt2,,0.78,unknown,0.01,0.77
ldv-cat-0073.c.ite.gsa.df.smt2,,0.18,unknown,0.01,0.17
ldv-cat-0074.c.ite.gsa.df.smt2,,0.7,unknown,0.04,0.66
ldv-cat-0075.c.ite.gsa.df.smt2,617.2,930.06,unknown,24.04,906.0
ldv-cat-0076.c.ite.gsa.df.smt2,41.9,48.99,sat,3.51,45.48
ldv-cat-0077.c.ite.gsa.df.smt2,913.6,930.04,unknown,12.6,917.43
ldv-cat-0078.c.ite.gsa.df.smt2,79.1,203.3,sat,1.17,202.13
ldv-cat-0079.c.ite.gsa.df.smt2,344.1,359.08,sat,4.12,354.95
ldv-cat-0080.c.ite.gsa.df.smt2,913.7,930.08,unknown,35.73,894.34
ldv-cat-0081.c.ite.gsa.df.smt2,911.4,930.03,unknown,7.29,922.72
ldv-cat-0082.c.ite.gsa.df.smt2,27.9,32.36,sat,0.6,31.76
ldv-cat-0083.c.ite.gsa.df.smt2,621.1,930.5,unknown,72.43,858.05
ldv-cat-0084.c.ite.gsa.df.smt2,0.0,0.0,sat,0.0,0.0
ldv-cat-0085.c.ite.gsa.df.smt2,,11.65,unsat,0.07,11.57
ldv-cat-0086.c.ite.gsa.df.smt2,,2.08,unsat,0.06,2.02
ldv-cat-0087.c.ite.gsa.df.smt2,,1.71,unsat,0.06,1.64
ldv-cat-0088.c.ite.gsa.df.smt2,,0.84,unknown,0.02,0.81
ldv-cat-0089.c.ite.gsa.df.smt2,,0.52,unknown,0.01,0.5
ldv-cat-0090.c.ite.gsa.df.smt2,87.3,92.73,sat,1.37,91.35
ldv-cat-0091.c.ite.gsa.df.smt2,8.2,10.74,unsat,0.83,9.91
ldv-cat-0092.c.ite.gsa.df.smt2,6.8,7.62,sat,0.1,7.51
ldv-cat-0093.c.ite.gsa.df.smt2,9.7,15.89,sat,0.88,15.0
ldv-cat-0094.c.ite.gsa.df.smt2,72.1,656.86,unsat,29.89,626.96
ldv-cat-0095.c.ite.gsa.df.smt2,20.8,34.33,unsat,3.07,31.25
ldv-cat-0096.i.ite.gsa.df.smt2,413.8,420.87,sat,4.37,416.49
ldv-cat-0097.i.ite.gsa.df.smt2,437.8,442.2,sat,4.07,438.11
